Name,Id,City,Zipcode,Address,Website,Email,Phone,Company Type,Postal Address, description,Twitter, Linkedin, Lognitude,Latitude,,,,,,,,,,,,
De ZZP Specialist,34112,Eindhoven,5652 AH,Hurksestraat,www.dezzpspecialist.com,info@dezzpspecialist.com,040-2951519,managerial,None,b'<b>Jouw volledige boekhouding voor een vast laag maandbedrag! Nu vanaf \xe2\x82\xac 69-</b><b>Probeer nu 2 maanden. Niet tevreden? Geld terug!</b>Wij zijn administratiekantoor De ZZP Specialist gesitueerd in Eindhoven. Onze expertise is vooral gericht op de ZZP-ondernemer. Door onze enorme fiscale kennis voor de ZZP-er zul je altijd zo min mogelijk belasting betalen.We zien dat veel ondernemers niet tevreden zijn met hun accountant of boekhouder. Dit uit zich met name in onduidelijke prijzen en te weinig coaching. Vanaf &nbsp;de eerste dag zijn we gestart met vaste prijzen en maandelijks inzicht geven in de cijfers.De ZZP Specialist heeft maar \xc3\xa9\xc3\xa9n doel: jou ontzorgen in jouw gehele boekhouding.www.dezzpspecialist.comBel: 040-2951519\r\n',https://twitter.com/ZzpSpecialist,https://www.linkedin.com/in/mark-rosbergen-646a38125?trk=nav_responsive_tab_profile_pic,5.4394076,51.4332046,,,,,,,,,,,,
KUBUS Buitenpost,28584,BUITENPOST,9285SW,Kuipersweg,www.kubusbuitenpost.nl,info@kubusbuitenpost.nl,0511-760000,managerial,Lutkepost 10,b'KUBUS Buitenpost is een laagdrempelig allround administratiekantoor. Ons kantoor richt zich naast de MKB sector ook op de agrarische sector. ',,,6.1597,53.241325,,,,,,,,,,,,
ZZP Boekhouder Ede,33254,Ede Gld,6717 LZ ,Horapark,http://www.zzp-boekhouder-ede.nl/,info@zzpboekhouderede.nl,0318 635 845,managerial,None,"b""Administratiekantoor speciaal voor ZZP'ers. Wij leveren een all-in pakket voor een vaste prijs per jaar.&nbsp;Ons kantoor specialiseert zich in de boekhouding en fiscale kennis&nbsp;van ZZP\xe2\x80\x99ers in alle branches. We kennen de regels en actualiteiten van het ZZP-schap. Door ons strikt te specialiseren kunnen we u een zeer goede prijs / kwaliteit verhouding leveren. Met onze dienstverlening richten we ons op de regio Ede \xe2\x80\x93 Wageningen \xe2\x80\x93 Veenendaal.\r\n""",https://twitter.com/ZZPEde,https://www.linkedin.com/company/zzp-boekhouder-ede/,5.6761202,52.0208805,,,,,,,,,,,,
AccountAnders BV,33384,De Bilt,3732HC,Soestdijkseweg Zuid ,www.accountanders.nl,info@accountanders.nl,857608500,accounting,None,"b'Welkom bij h\xc3\xa9t alternatief voor uw accountant. Alles wat u als ondernemer nodig hebt om \xc3\xa9cht succesvol te zijn in \xc3\xa9\xc3\xa9n totaalpakket.&nbsp;Alles draait om het behalen van&nbsp;\xc3\xbaw doelen. We starten bij&nbsp;de strategie&nbsp;verzorgen uw administratie bieden u dagelijks actuele managementinformatie \xc3\xa9n onbeperkt advies door een&nbsp;businessfacilitator die dagelijks voor u klaar staat. Dit alles onder het motto ""no growth no pay"".&nbsp;Bent u er klaar voor?'",@AccountAnders,http://www.linkedin.com/company/3270951?trk=tyah,5.1911892,52.1122896,,,,,,,,,,,,
PEKA Management B.V.,33646,Wijk bij Duurstede,3961 NM,Keulenaar,www.peka-management.nl,email@peka-management.nl,31343411780,managerial,None,b'PEKA Management B.V. is een administratiekantoor uit Wijk bij Duurstede en biedt sinds 1998 uitgebreide diensten in alle belangrijke gebieden van de administratieve diensten. Uw gehele financi\xc3\xable administratie onder \xc3\xa9\xc3\xa9n dak.PEKA het ABCD voor uw administratie<ul><li><strong>A</strong>dministratie</li><li><strong>B</strong>elastingen</li><li><strong>C</strong>onsultancy</li><li><strong>D</strong>etachering</li></ul>WerkwijzePEKA verzorgt uw boekhouding uw administratie en al uw belastingzaken. Kristalhelder doelgericht duidelijk en snel. Wij zijn continue aan het ontwikkelen om het voor u zo eenvoudig mogelijk te maken.&nbsp;Het signaleren van kansen en bedreigingen voor uw onderneming geeft ons de mogelijkheid u met raad en daad ter zijde te staan. Wij zijn betrokken bij uw onderneming en u&nbsp;mag ons dan ook best zien als uw eigen adviseur. Dit&nbsp;benadrukt onze persoonlijke werkwijze.Wij zijn uw boekhouder uw administrateur uw loonadministrateur en/of uw belastingdeskundige. Wij hebben hart voor uw zaak. Wij willen u graag leren kennen.',,PEKA Management B.V.,5.3089228,51.9740095,,,,,,,,,,,,
House of Numbers,33810,Hoofddorp,2131 HB,Wijkermeerstraat,www.houseofnumbers.nl,info@houseofnumbers.nl,023-2302161,managerial,None,"b'House of Numbers is een modern kantoor waar geheel digitaal aanleveren mogelijk is. Via uploaden email en zelfs een app kunnen klanten de administratie aanleveren. Door het digitaal aanleveren ontstaat er een mooi digitaal archief dat wij gratis ter beschikking stellen aan u. Een factuur op zoeken gaat nu heel snel. Met hiernaast een automatische bankkoppeling te gebruiken kunnen wij uw administratie dagelijks bijwerken. Mocht u eens cijfers nodig hebben voor het een of ander kunnen wij heel snel schakelen.Wij werken&nbsp;met vaste lage prijzen waardoor u meteen weet waar u aan toe bent. G\xc3\xa9\xc3\xa9n verrassingen achteraf dus! U weet wat bij ons de totaalprijs is dus het doet u niets als wij wat langer doen over een factuur boeken een BTW-aangifte of koffie gaan halen voor het hele kantoor (Ja het gebeurt echt in uw tijd....). Duidelijkheid en transparantie staan bij House of Numbers voorop!Als derde voordeel wil ik naar voren halen de salarisverwerking. Door onze lage prijzen per loonstrook en onze nauwe samenwerking met SZ-Experts BV (www.sz-experts.nl) kunt u met een gerust hart de salarisverwerking aan ons over laten. De samenwerking met SZ-Experts biedt u namelijk de garantie dat wij altijd de juiste premiekortingen en subsidies voor u inregelen mocht u daar recht op hebben&nbsp;bij 1 of meerdere werknemers. Dit is vaak een ondergeschoven kindje want SZ-Experts ontleent haar bestaansrecht aan de ""foutjes"" in de salarisadministratie.Dit zijn zomaar drie voordelen waarom wij denken de juiste partner voor u te zijn. Uiteraard leveren wij nog vele andere diensten.Neem gerust eens vrijblijvend contact met ons op het kost u niets en we schenken lekker koffie!&nbsp;Met hartelijke groet&nbsp;Het team van House of Numbers.&nbsp;\r\n'",https://twitter.com/HouseofNumbrs,https://www.linkedin.com/company/house-of-numbers?trk=nav_account_sub_nav_company_admin,4.6957931,52.3128803,,,,,,,,,,,,
Adminstratiekantoor Amsterdam Hard Advies,33844,amsterdam,1014 BA,kabelweg ,http://hardadvies.nl/administratiekantoor-amsterdam/,info@hardadvies.nl,020-2082118,managerial,None,b'\r\n\t\t\t\r\n\t\t\t\t\t\t\t\t<strong>Hard Advies is d\xc3\xa9 adviseur voor ondernemers</strong>.\r\nHaalt u te weinig opdrachten binnen met uw bedrijf en zijn uw kosten te hoog? Verkeert uw bedrijf in zwaar vaarwater ?\r\nWij lichten uw bedrijf door en analyseren hoe u kosten kunt besparen \r\nmeer omzet kunt genereren en uw bedrijfsvoering effici\xc3\xabnter kunt maken.\r\n<strong>De koffie staat voor u klaar.</strong>\r\nWij maken uw bedrijf weer toekomstbestendig.\r\n<strong>Ervaring en professionaliteit</strong>\r\nHard Advies biedt diensten aan die door echte professionals worden \r\ngeleverd. Onze professionals hebben allen een HBO en WO achtergrond op \r\nhet gebied van Accountancy Bedrijfseconomie en Bedrijfswetenschappen.\r\n Expertise op het gebied van administratievoering  belastingzaken \r\nbedrijfsmatige processen controle op administratie cost reduction ( \r\nkosten besparing ) sales increase ( omzet groei ) is volop aanwezig.\r\nWij hebben hierdoor een uitstekend inzicht in bedrijfsprocessen. Hard\r\n Advies werkt samen met ervaren professionals om zo een gedegen plan te \r\nmaken om uw noodlijdende bedrijf te redden en uw omzet te laten groeien.\r\n Daarnaast adviseert en begeleidt Hard Advies u bij het opstarten of \r\nuitbreiden van een bedrijf.\r\n<strong>Totaaloplossing en diensten op maat</strong>\r\nHard Advies biedt een totaaloplossing voor bedrijven al dan niet in \r\nmoeilijke omstandigheden. Eerst maken wij een grondige analyse van uw \r\nbedrijf uw administratie uw verkopen uw kosten en de markt waarin u \r\nopereert. Samen met u bespreken we voor ieder onderdeel de knelpunten en\r\n hoe deze op te lossen zijn. Er wordt een doorstart plan opgesteld om uw\r\n bedrijf gezonder en sterker te maken. Hierbij wordt gekeken naar het \r\neffici\xc3\xabnter inrichten van uw bedrijfsprocessen en administratie \r\nkostenbesparingen en mogelijkheden om omzetgroei te realiseren. Hard \r\nAdvies begeleidt u vervolgens bij de implementatie van dit plan.\r\n<strong>Bedrijf beginnen</strong>\r\nOok als u een bedrijf wilt opstarten of uw bestaande bedrijf wil \r\nlaten groeien kan Hard Advies u van dienst zijn. Wij ondersteunen u bij\r\n het maken van een ondernemingsplan en geven advies over hoe u het beste\r\n kunt investeren in uw bedrijf. Zo zorgen wij ervoor dat uw bedrijf op \r\neen doordachte manier levensvatbaar zal zijn.\r\n<strong>Administratie en boekhouding</strong>\r\nTot slot kunt u Hard Advies inschakelen voor al uw \r\nadministratiezaken. Wij geven u graag fiscaal advies en wij kunnen u \r\nhelpen bij het indienen van uw omzet- of inkomstenbelasting. Daarnaast \r\nkunnen wij uw volledige boekhouding verzorgen zodat u zich volledig \r\nkunt focussen op het ondernemen.\r\nWilt u meer weten over hoe Hard Advies uw bedrijf kan helpen neem dan contact op via <strong> 020 \xe2\x80\x93 208 2118 </strong>&nbsp;of stuur een mail naar : <strong>info@hardadvies.nl.&nbsp; </strong>\r\n\t\t\t\t\t\t\t\t\t\t\t\r\n\t\t\r\n\t\t\r\n\t\t\r\n\t',https://twitter.com/hardadvies,https://www.linkedin.com/profile/view?id=419066058&trk=nav_responsive_tab_profile,4.8495773,52.4000394,,,,,,,,,,,,
DHV Accountancy B.V.,34054,Purmerend,1448 KH,Oslohaven ,www.dhvaccountancy.nl,tom@dhvaccountancy.nl,0299-650820,accounting,None,b'DHV Accountants het accountantskantoor waar u echt wat aan hebt.<ul><li>Accountancy</li><li>Boekhouding</li><li>Administratie</li><li>Fiscaal advies</li></ul>DHV is bijzonder accuraat persoonlijk betrokken en altijd alert. En niet onbelangrijk bij ons krijgt u meer service voor minder geld. DHV Accountants werkt met veel plezier voor zowel zakelijke opdrachtgevers als vermogende particulieren. Zij schakelen ons in voor een breed scala aan financi\xc3\xable diensten.AccuraatOnze rapportages analyses en adviezen moeten altijd perfect in orde zijn. Op die manier verdienen wij uw vertrouwen. Onze medewerkers zijn dan ook zonder uitzondering goed opgeleid beter dan strikt noodzakelijk zelfs. En daar plukt u direct de vruchten van.BetrokkenWij komen regelmatig bij onze opdrachtgevers over de vloer. Daardoor weten we beter wat er speelt en kunnen we u ook beter adviseren. Bovendien gaat uw dossier bij ons niet van hand tot hand: minder wissels minder informatieverlies.AlertOnze mensen zien verbanden waar anderen alleen cijfers zien. We signaleren ontwikkelingen zowel positief als negatief. Onze inzichten meningen en tips delen we met u zodat u tijdig kunt bijsturen.Wij verzorgen als accountant de boekhouding en/of administratie en geven u fiscaal advies voor de regio Alkmaar Edam Hoorn Koog aan de Zaan Volendam Zaandam en Zaandijk zoals u dat van een boekhouder fiscalist en/of accountant mag verwachten.',,,4.9381447,52.5060674,,,,,,,,,,,,
MKB Accountants Veenendaal,19847,VEENENDAAL,3905PB,Vendelier,www.mkbaccountants.nl,info@mkbaccountants.nl,0318-519003,accounting,Postbus 1000,b'MKB Accountants is het kantoor voor de ondernemer in het MKB wij focussen ons op bedrijven van 0 - 50 medewerkers. Wij geloven dat een ondernemer in het MKB inzicht moet hebben in zijn actuele bedrijfsvoering en moet sturen op tussentijdse informatie. Met onze diensten ondersteunen wij de ondernemer om dit te realiseren.&nbsp;\r\n',@mkb_accountants,,5.552263636,52.03963636,,,,,,,,,,,,
Boxem Mulder Belastingadviseurs,33336,Apeldoorn,7324 AE,Boogschutterstraat,http://www.boxemmulder.nl/,wmulder@boxemmulder.nl,055 301 4025,accounting,None,b'<b>ONDERNEMER? DAN VERLICHTEN\r\nWIJ UW LASTEN!</b>\r\n\r\n\r\n\r\nWant bent\r\nu bij ons klant dan verlichten wij \xc3\xa9n uw belastingdruk \xc3\xa9n uw administratieve\r\nrompslomp!\r\nDat doen wij zo:\r\n-&nbsp;\r\nAltijd een belastingadviseur die alles ziet.-&nbsp;\r\nE\xc3\xa9n loket voor al uw&nbsp;financi\xc3\xable&nbsp;zaken. Ook\r\nverzekeringen en hypotheken!\r\n\r\n-&nbsp;\r\nKort telefoontje? Geen factuur. Vast werk? Vast tarief.\r\n\r\n-&nbsp;\r\nOnline boekhouden; digitale aanlevering\r\nfacturen gekoppelde bankrekening etc.\r\n',https://twitter.com/BoxemMulder,,5.980828,52.239244,,,,,,,,,,,,
AccountAnders Dronten,33389,Dronten,8251 NT,Lente,www.accountanders.nl,jpdegraaf@accountanders.nl,085 760 8500,accounting,None,"b'Welkom bij h\xc3\xa9t alternatief voor uw accountant. Alles wat u als ondernemer nodig hebt om \xc3\xa9cht succesvol te zijn in \xc3\xa9\xc3\xa9n totaalpakket.&nbsp;Alles draait om het behalen van&nbsp;\xc3\xbaw doelen. We starten bij&nbsp;de strategie&nbsp;verzorgen uw administratie bieden u dagelijks actuele managementinformatie \xc3\xa9n onbeperkt advies door een&nbsp;businessfacilitator die dagelijks voor u klaar staat. Dit alles op basis van ""no growth no pay"". Bent u er klaar voor?'",@AccountAnders,http://www.linkedin.com/company/3270951?trk=tyah&trkInfo=tarId%3A1395919389035%2Ctas%3Aaccountanders%2Cidx%3A1-1-1,5.7175197,52.4993581,,,,,,,,,,,,
M. Visser Fiscaal advies & Accountancy,33598,BEVERWIJK,1945 EM,Oscar Romerolaan,www.visser-belastingadvies.nl,info@visser-belastingadvies.nl,0251-254151,accounting,None,b'\r\n\r\nMarnette Visser combineert haar kennis met de wensen van de\r\nmoderne ondernemer. Technische ontwikkelingen hebben het mogelijk gemaakt dat\r\ner effici\xc3\xabnter en daardoor goedkoper gewerkt kan worden. De dienstverlening\r\nwordt afgestemd op de behoefte van de ondernemer en niet andersom. \r\nAls cli\xc3\xabnt heb je altijd \xc3\xa9\xc3\xa9n aanspreekpunt\r\nwaardoor er snel en vakkundig gehandeld kan worden. Naast accountant is Marnette\r\nVisser tevens fiscalist (lid van RB). Ze is gespecialiseerd in de begeleiding\r\nvan MKB-ondernemingen met name de categorie die gedegen fiscale kennis vragen\r\n(bijv. B.V.\xe2\x80\x99s met Holding-constructies).',,,4.6554002,52.4974726,,,,,,,,,,,,
Verhulst & Van Gestel Accountancy,33824,Schijndel,5481 AA,Hoofdstraat,http://www.verhulstvangestel.nl,info@verhulstvangestel.nl,073-3450005,accounting,None,b'Verhulst &amp; Van Gestel Accountancy&nbsp;is een klein en professioneel kantoor dat echt naast u als ondernemer staat. Het hele jaar door adviseert&nbsp;Verhulst &amp; Van Gestel Accountancy ondernemers in financi\xc3\xable en fiscale zaken en neemt dit kantoor bedrijven zoveel mogelijk werk uit handen. Op deze manier kunt u uzelf als ondernemer nog meer bezighouden met uw eigen vak terwijl uw financi\xc3\xabn onder controle zijn en er ondertussen een maximaal (belasting)voordeel wordt behaald.',,,5.4417469,51.6156378,,,,,,,,,,,,
Vos & Steehouwer Belastingadviseurs C.V,34096,Geldermalsen,4191 MS,Bosmanskamp ,www.vosensteehouwer.nl,erik@vosensteehouwer.nl,0345-576000,consultant,None,"b""In medici en vrije beroepsbeoefenaren gespecialiseerd kantoor. Jaarrapportage aangifte IB Vennootschapsbelasting Omzetbelasting Loonheffing. Salarisadministratie en advies en begeleiding personeel. Administratie voeren. Fiscaal advies. werkzaam 9 fte's.\r\n""",,https://nl.linkedin.com/in/erik-vos-46667726,5.30232,51.87523,,,,,,,,,,,,
Van Asselt Accountants en Belastingadviseurs,19903,DRIEBERGEN-RIJSENBURG,3972LG,Hoofdstraat,www.asselt.net,C.den.Hartog@asselt.net,0343- 51 67 41,accounting,Postbus 152,b'',https://twitter.com/vanasseltacc,http://www.linkedin.com/company/1224600?trk=pro_other_cmpy,5.28381625,52.05125,,,,,,,,,,,,
Accountants Adviseurs Jongejan ,21038,ARNHEM,6814AJ,Bothaplein,www.decijfersvoorbij.nl,info@decijfersvoorbij.nl,026-4433745,accounting,Postbus 167,b'',@FrankJongejen,Frank Jongejan,5.90727125,51.9862125,,,,,,,,,,,,
Administratiekantoor Practical & Personal ,32466,WIJK BIJ DUURSTEDE,3962AN,Karolingersweg,practicalpersonal.nl,marieke@prpe.nl,0343-756340,managerial,Karolingersweg 186,b'Logisch bezig met uw cijfers en uw fiscale situatie. Praktisch met cloudsoftware en interactieve boekhoudsoftware van Exact Online. Breed netwerk om van het best mogelijk advies te voorzien.',https://twitter.com/PenP_Marieke,https://www.linkedin.com/in/mariekescheepens?trk=hp-identity-photo,5.336723846,51.97643846,,,,,,,,,,,,
Stuurman Administratieve Dienstverlening,32585,WOUDENBERG,3931XJ,John F. Kennedylaan,http://www.sadienstverlening.nl/ ,info@sadienstverlening.nl,033 303 0090,managerial,John F. Kennedylaan 135,b'',,,5.404459167,52.08336667,,,,,,,,,,,,
AccountAnders Ermelo,33390,Ermelo,3852 NV,Staverdenseweg ,www.accountanders.nl,bovereem@accountanders.nl,085 760 8500,accounting,None,"b'Welkom bij h\xc3\xa9t alternatief voor uw accountant. Alles wat u als ondernemer nodig hebt om \xc3\xa9cht succesvol te zijn in \xc3\xa9\xc3\xa9n totaalpakket.&nbsp;Alles draait om het behalen van&nbsp;\xc3\xbaw doelen. We starten bij&nbsp;de strategie&nbsp;verzorgen uw administratie bieden u dagelijks actuele managementinformatie \xc3\xa9n onbeperkt advies door een&nbsp;businessfacilitator die dagelijks voor u klaar staat. Dit alles op basis van ""no growth no pay"". Bent u er klaar voor?'",@AccountAnders,http://www.linkedin.com/company/3270951?trk=tyah&trkInfo=tarId%3A1395919389035%2Ctas%3Aaccountanders%2Cidx%3A1-1-1,5.7388366,52.2859212,,,,,,,,,,,,
Administratiecollectief,33433,Leiden,2314 XS,Zaalbergweg,www.administratiecollectief.nl,JanVerbooy@administratiecollectief.nl,071-5127054,managerial,None,b'Uw boekhouding en belastingzaken zijn bij ons in vertrouwde handen. Toekomstgerichte kennis ruime ervaring van 30+ jaar perfecte kwaliteit en zekerheid (rust!)&nbsp;voor u als klant dat wij zo optimaal mogelijk presteren. Lid van de beroepsgroep RB. ',@JanVerbooy,Jan Verbooy,4.5040454,52.1432747,,,,,,,,,,,,
